	ART_C_PROD_NUMBER	ART_V_ART_DESCRIPTION
7232	6539	6539.0 Luposan Gelenkkraft Original - 600 g
7233	561908	561908.12 Sparpaket Gourmet Mon Petit 24 x 50 g - Duetti Fleisch (24 x 50 g)
7239	561908	561908.15 Sparpaket Gourmet Mon Petit 24 x 50 g - Duetti Fleisch & Fisch (24 x 50 g)
7240	584728	584728.3 FURminator deShedding Tool für Katzen + 12 x 85 g IAMS delights Sea & Land Mix - Große Katze / Kurzhaar + IAMS Delights Adult Land & Sea Mix 12 x 85 g
7242	468873	468873.0 Gemischtes Fisch-Snack-Paket - 3-teilig (1100 g) NICHT aktivieren** alte LA
7250	276896	276896.2 Sparpaket Gourmet Gold Feine Komposition 24 x 85 g - 12 x  Rind & Huhn &  12 x Ente & Truthahn
7251	276894	276894.1 Sparpaket Gourmet Gold Zarte Häppchen 24 x 85 g - Lachs & Huhn
7254	276894	276894.5 Sparpaket Gourmet Gold Zarte Häppchen 24 x 85 g - Rind
7255	276894	276894.3 Sparpaket Gourmet Gold Zarte Häppchen 24 x 85 g - Kalb & Gemüse
7257	276894	276894.4 Sparpaket Gourmet Gold Zarte Häppchen 24 x 85 g - Truthahn & Ente
7258	499353	499353.5 catz finefood 6 x 800 g - Geflügel
7259	562380	562380.2 MAC´s Cat 6 x 800 g - Lachs & Huhn
7262	301137	301137.0 Royal Canin Veterinary Diet Canine Obesity Management DP 34 - 14 kg
7264	276894	276894.2 Sparpaket Gourmet Gold Zarte Häppchen 24 x 85 g - Huhn & Leber
7266	606776	606776.0 Jetzt gratis die beliebten Rocco Cubes kennenlernen! 150 g Huhn mit Fisch gratis ab 39 € Mbw.!
7268	348285	348285.2 Würstchen aus 100 % Hirschfleisch - 300 g
7269	499353	499353.0 catz finefood 6 x 800 g - Lachs & Geflügel
7272	595124	595124.6 10 kg Sanabelle Trockenfutter & Kratzschlitten gratis! - Adult mit Strauß
7274	284568	284568.7 Serrano Schinkenknochen - 5 x ca. 24 cm (1,75 kg)
7276	437009	437009.8 Gemischtes Kausnack Paket - von Rind, Schwein, Geflügel, Lamm (2500 g)
7281	526509	526509.9 Sparpaket Rocco Chings Double 4 bzw. 12 x 200 g - 4er Mix, 3 Sorten 4 x 200 g
7286	434622	434622.4 Whiskas Fresh Menue 6 x 50 g - Weissfisch, Thunfisch, Lachs in Sauce (12 x 50 g)
7287	413269	413269.1 Megapack Whiskas Sanfte Küche im Frischebeutel 24 x 85 g - gegrillte Selektion
7288	47640	47640.1 Das hygienische Hundebett Tabac - L 120 x B 100 cm
7291	199741	199741.2 Schlundstangen - 1000 g
7294	395610	395610.19 Sparpaket Rocco Real Hearts 24 x 800 g - Mix: Rind & Huhn
7297	448597	448597.13 Gourmet Mon Petit 6 / 12  x 50 g - Duetti Fleisch & Fisch (6 x 50 g)
7298	301101	301101.1 Royal Canin Veterinary Diet Feline Satiety Support Weight Management - 3,5 kg
7299	583477	583477.0 Carnello Hundespaghetti Geschenkbox zum Sonderpreis! - 250 g
7300	301140	301140.0 Royal Canin Veterinary Diet Canine Urinary S/O LP 18 - 14 kg
7303	475256	475256.3 SureFeed Mikrochip Futterautomat - Sparset: 3 Stück SureFeed Microchip Futterautomaten
7306	4944	4944.7 Hill's Science Plan Puppy Healthy Development Medium mit Huhn - 12 kg
7315	561904	561904.6 Sparpaket Gourmet Gold Raffiniertes Ragout 48 x 85 g - Lachs 
7316	575737	575737.1 33 x 85 g Exklusives Mixpaket Sheba Schale zum Sonderpreis! - Fisch - & Fleischauswahl
7317	437159	437159.3 RINTI Canine Diabetes - 24 x 400 g
7321	351265	351265.1 catz finefood Probiermix 6 x 400 g - Mix II (6 Sorten)
7324	377484	377484.9 Megapack Animonda vom Feinsten kastrierte Katzen 36 x 100 g - Mix III: Pute Pur + Pute & Käse
7328	75814	75814.5 Smartpet Hundekissen Tartan - L 110 x B 80 x H 7 cm
7329	577565	"577565.1 950 g Felix Crunchy Trockenfutter + 24 x 100 g ""So gut wie.."" Nassfutter - Ocean Sensations + ""So gut..."" - Fisch"
7333	59197	59197.16 IAMS Pro Active Health Adult Multi-Cat Household - 15 kg
7335	567950	567950.0 Bosch Maxi Junior - 15 kg
7336	214530	214530.2 Sparpaket Felix Leckerbissen in Soße 24 x 400 g - Mix: Ente/Geflügel, Kaninchen/Huhn
7337	507115	507115.1 PRO PLAN Large Robust Adult OPTIBALANCE - Sparpaket 2 x 14 kg
7338	2114	2114.1 Whiskas Crunch mit Huhn, Truthahn & Ente - 5er Pack à 100 g
7343	276517	276517.1 Ultima Cat Hairball - Truthahn & Reis - Sparpaket: 3 x 1,5 kg
7346	10247	10247.3 HOKAMIX 30 Pulver - 400 g
7347	568419	568419.1 Trixie Hundespielzeug Schaf - Für Ihre Bonuspunkte!
7350	505941	505941.5 Sheba Feine Filets 48 x 80 g - Meeresfrüchte-Filets
7353	222270	222270.6 Hundemantel Grizzly II - ca. 60 cm Rückenlänge
7354	6092	6092.7 Meradog Softdiner - Sparpaket: 2 x 12,5 kg
7357	567887	567887.1 Bosch Light - Sparpaket: 2 x 12,5 kg
7365	477011	477011.3 Gemischtes Sparpaket Feline Porta 21 24 x 400 g - Huhn & Thunfisch Mix
7369	549301	549301.0 Advantage® für Katzen und Zierkaninchen - 40 mg: 4 Pipetten x 0,4 ml 
7370	555414	555414.2 Advantage® 40 für Hunde - 40: bis 4 kg (4 Pipetten x 0,4 ml)
7374	407925	407925.2 Purina One Sensitive - Huhn/Karotte 24 x 85 g
7375	135704	135704.1 CANIBIT Hirsch-Ohren - 6er Pack
7376	631667	631667.0 Aumüller Katzenspielzeug Rentier Renny - 1 Stück
7380	597424	597424.4 3 x 60 g Felix KnabberMix zum Sonderpreis! - Strandspaß
7386	66813	66813.12 Dreamies Katzensnack - Sparpaket Käse (6 x 60 g)
7390	555613	555613.1 Little Wolf of Wilderness Junior 6 x 400 g - Wild Hills - Ente & Kalb
7391	600509	600509.7 3 + 1 gratis! Wolf of Wilderness - Gefriergetrocknete Premium-Snacks - Mix, 4 Sorten (280 g)
7392	592201	592201.4 Animonda Integra Protect Adult Niere 24 x 100 g Schale - Mix (4 Sorten)
7398	561732	561732.2 Sparpaket Gourmet Gold Eiersoufflé 48 x 85 g - Mix: Lachs & Huhn
7409	145745	145745.1 Almo Nature Daily Menu Pouch 6 x 70 g - Huhn & Rind
7410	404009	404009.1 Canibit Kalbziemer lang mit Fleischbollen - 2 x 5 Stück
7411	561904	561904.3 Sparpaket Gourmet Gold Raffiniertes Ragout 48 x 85 g - Huhn 
7412	10068	10068.0 Kattovit Niere/Renal 6 x 85 g - 12 x 85 g Lamm
7414	10068	10068.1 Kattovit Niere/Renal 6 x 85 g - 12 x 85 g Huhn
7419	561904	561904.9 Sparpaket Gourmet Gold Raffiniertes Ragout 48 x 85 g - Thunfisch 
7424	589182	589182.0 Trixie Hundemantel Prime - ca. 36 cm Rückenlänge
7427	5464	5464.6 Hill's Science Plan Adult 1-6 Advanced Fitness Medium mit Lamm & Reis - Sparpaket: 2 x 12 kg
7432	52735	52735.2 Miamor Feine Filets 6 x 100 g - Thunfisch & Calamari
7433	36132	36132.4 Feline Porta 21 Frischebeutel 6 x 100 g - Hühnerfleisch pur
7436	36132	36132.1 Feline Porta 21 Frischebeutel 6 x 100 g - Thunfisch mit Rind (getreidefrei)
7439	511135	511135.3 32 x 100 g Mixed Animonda vom Feinsten Adult zum Sonderpreis! - Bunter Fisch- und Fleisch-Mix
7442	347539	347539.0 Almo Nature HFC 6 x 140 g - Hühnerschenkel (alt - NICHT AKTIVIEREN)
7443	439883	439883.1 Sparpaket MAC´s Cat Sensitive 12 x 200 g - Pute
7455	592279	592279.2 Animonda Integra Protect Adult Diabetes Schale 6 x 100 g - mit Lachs
7459	403450	403450.2 Miamor Cat Snack Malt-Cream & Käse - 66 x 15 g
7461	592279	592279.1 Animonda Integra Protect Adult Diabetes Schale 6 x 100 g - mit Rind
7462	332487	332487.1 Katzenleine flexi Cat New Classic Seil-Leine - schwarz
7463	45740	45740.1 Trixie Pfotenpflege-Creme - 2 x 50 ml
7464	464834	"464834.1 Wolf of Wilderness Adult ""Sunny Glade"" - Hirsch - 12 kg"
7465	232419	232419.1 Hunde-Softgeschirr Feel Free - schwarz - Größe S: 40 - 44 cm Brustumfang
7469	2484	2484.3 Verbindungsgurt fürs Auto - Gurtbreite 25 mm, verstellbare Länge: 53 - 85 cm
7472	561617	561617.5 Sparpaket Gourmet Gold Zarte Häppchen 48 x 85 g - Rind
7473	162885	162885.1 Kratztonne Diogenes XL - beige
7474	592279	592279.0 Animonda Integra Protect Adult Diabetes Schale 6 x 100 g - mit Geflügel
7475	437157	437157.2 RINTI Canine Nieren-Diät - 12 x 400 g
7476	137046	137046.2 Hunter Melamin-Napf weiß, mit Edelstahl-Inlet - 700 ml, Ø 17,5 cm
7477	10818	10818.3 Animonda GranCarno Original Senior 6 x 400 g - Rind & Lamm
7482	379076	379076.5 1 + 1 gratis! 2 x Cosma snackies - 2 x Thunfisch XXL Stückchen 50 g
7483	630849	630849.1 Mikrofaser-Trockenmantel - M: ca. 59 cm Rückenlänge
7485	173310	173310.5 RINTI Extra Chicko Mini - 2 x Huhn 80 g
7486	399496	399496.9 Sparpaket Cosma Nature 24 x 70 g - Hühnchen & Käse
7489	399496	399496.0 Sparpaket Cosma Nature 24 x 70 g - Hühnchenfilet
7490	194147	194147.6 Purina ONE Sensitive - Sparpaket: 6 x 1,5 kg
7494	592335	592335.1 Animonda Integra Protect Adult Sensitive Dose  6 x 200 g - Pute & Reis
7497	394222	394222.0 FURminator Striegel - L 12 x B 6 x H 4 cm
7498	631528	631528.0 Hundekotbeutel mit Winterdesign - 4 Rollen à 20 Beutel
7499	99471	99471.1 Meradog pure Lachs & Reis - 12,5 kg
7501	9526	9526.2 Hundespielzeug Latex Pop-Up Ei mit Squeaker - 3 Stück im Sparset
7509	4904	4904.15 Royal Canin Sensible 33 - 10 kg
7512	383899	383899.12 Sparpaket Animonda GranCarno Original 12 x 400 g - Rind pur
7514	400729	400729.3 Dibo Lachsöl - 4 x 500 ml
7517	600301	600301.2 15 kg Bozita Classic Original + 950 g Bozita Naturals Original gratis! - Original
7518	519494	519494.0 700 g Biokat´s Deo Pearls - Für Ihre Bonuspunkte!
7519	592335	592335.0 Animonda Integra Protect Adult Sensitive Dose  6 x 200 g - Lamm & Reis
7520	399496	399496.1 Sparpaket Cosma Nature 24 x 70 g - Hühnerbrust & Shrimps
7522	383899	383899.10 Sparpaket Animonda GranCarno Original 12 x 400 g - Rind & Herz
7525	346537	346537.15 GranataPet DeliCatessen 6 x 200 g - Lachs & Pute
7534	211370	211370.1 Lukullus Menu Gustico 6 x 400 g - Mix: Huhn, Kalb, Lamm, Lachs
7547	539825	539825.0 Rinti Max-i-mum Rind - 1 kg
7548	540134	540134.5 Sparpaket Cat's Best 2 x 8 / 10 / 20 L - Original 40 l + 20 l (ca. 25,8 kg)
7552	519245	519245.23 20 + 4 gratis! 24 x 85 g Royal Canin in Soße / Gelee - Digest Sensitive in Soße
7553	633732	633732.13 24 x 100 g Integra Protect Nassfutter + 300 g Trockenfutter gratis! - Sensitive mit Pute & Reis
7559	601614	601614.0 Multipack Whiskas Ragout 12 x 85 g - Klassische Auswahl in Gelee
7563	577886	577886.2 2 + 1 gratis! 3 x 1 kg Wolf of Wilderness Trockenfutter - Adult Green Fields - Lamm
7570	599399	599399.4 Wolf of Wilderness: 2 x 12 kg Trockenfutter + Gefriergetrockneten Snack gratis! - Mix: 2 x 12 kg Lamm, Ente + 70 g Snack Rinderleber
7578	604746	604746.2 15 kg Josera + Hundespielzeug Giggling Bone gratis! - Optiness
7582	495516	495516.2 Aumüller Lindo Hundekissen karo - L 89 x H 57 x H 8 cm
7584	541652	541652.5 10 + 2 gratis! 12 x 800 g Belcando Super Premium zum Sonderpreis - NICHT FREISCHALTEN**Geflügel-Mix
7589	98427	98427.0 Terra Canis Schlemmerpaket 12 x 400 g Menü, 6 Sorten
7591	542502	542502.16 Happy Dog Supreme + Tasty Toscana Sticks gratis! - Fit & Well Medium Adult (12,5 kg)
7592	540416	540416.7 Sparpaket zooplus Selection 12 x 800 g - Mix Adult Rind & Wild / Rind & Fasan
7594	449088	449088.0 Brekkies Rind - 20 kg
7599	407911	407911.0 Purina One Sterilised - Truthahn/grüne Bohnen 6 x 85 g
7603	388640	388640.8 Leonardo Finest Selection Pouch 6 x 85 g - Ente & Käse
7604	7109	7109.2 Pitti Boris Vegetarische Vollkost - Doppelpack 2 x 15 kg
7605	162562	162562.5 Hill's Prescription Diet i/d Digestive Care Hundefutter mit Huhn - Sparpaket: 2 x 12 kg
7606	162562	162562.4 Hill's Prescription Diet i/d Digestive Care Hundefutter mit Huhn - 12 kg
7607	197164	197164.11 Royal Canin Maine Coon Kitten - 400 g NICHT AKTIVIEREN
7609	451568	451568.4 Vorratspaket: zoolove Hundenahrung 24 x 800 g - gemischtes Paket (nicht anschalten)
7612	387574	387574.35 2-fach Bonuspunkte auf Lukullus 24 x  800 g - Mix 3: Geflügel, Kaninchen, Rind, Putenherzen, Wild
7614	318096	318096.1 Catit Design Senses Super-Roller-Spielschiene - Beleuchtete Ersatzbälle 2 Stück
7615	2167	2167.10 Pro Plan Adult reich an Lachs - 3 kg
7617	136298	136298.4 Drinkwell Platinum Trinkbrunnen, 5 Liter by PetSafe - Premium Ersatzfilter (3 Stück)
7623	556050	556050.1 Vitakraft Treaties Bits Leberwurst - Sparpaket: 2 x 120 g
7625	170470	170470.1 Miamor Cat Snack Mini-Sticks - Lachs & Forelle (50 g)
7626	483313	483313.1 Animonda Milkies Selection - Sparpaket Mix I: 60 x 15 g
7627	541652	541652.1 10 + 2 gratis! 12 x 800 g Belcando Super Premium zum Sonderpreis - Lamm mit Reis & Tomate
7631	76253	76253.15 1 + 1 gratis! 2 kg Happy Dog Supreme Sensible / Supreme Mini - Karibik (2 x 1 kg)
7635	425031	425031.4 Bosch Fruitees (semi-moist) - Sparpaket: 3 x 200 g Banane
7643	30446	30446.8 Rocco Menü 6 x 800 g - Mix, 3 Sorten
7645	538160	538160.1 Zum Testpreis: 3 kg Briantos Protect + Care - Adult Fit & Care
7646	532532	532532.0 IAMS Delights Adult in Gelee 12 x 85 g - Sea Mix
7647	617878	617878.3 Probiermix Cosma Nature - 6 x 70 g (6 Sorten)
7648	4912	4912.17 Royal Canin Persian Adult - 10 + 2 kg gratis
7649	624280	624280.4 200 g Rocco Chings Double Huhn & Leber zum Geburtstags-Angebot! - Huhn & Leber
7651	540416	540416.8 Sparpaket zooplus Selection 12 x 800 g - Mix Adult Sensitive / Active
7653	532532	532532.1 IAMS Delights Adult in Gelee 12 x 85 g - Land Mix
7655	100894	100894.6 Smilla Geflügeltöpfchen 6 x 200 g - zartes Geflügel mit Rind
7657	600699	600699.9 6 x 156 g Feline Porta 21 Katzenfutter + Katzenspielzeug Wollmaus gratis! - Hühnerfleisch mit Aloe (getreidefrei)
7662	477298	477298.0 6 x 400 g Rinti Kennerfleisch Mixpaket - Für Ihre Bonuspunkte!
7663	306751	306751.0 DogMio Barkis (semi-moist) - 500 g in Aufbewahrungsbox
7666	7487	7487.12 Miamor Milde Mahlzeit 6 x 100 g - Senior Geflügel Pur & Rind
7670	451568	451568.2 Vorratspaket: zoolove Hundenahrung 24 x 800 g - Trio di Carne
7672	580178	580178.2 15 kg Lukullus Trockenfutter + 6 x 300 g Lukullus Pouches gratis! - Adult Barbarie-Ente & Lamm
7674	542502	542502.14 Happy Dog Supreme + Tasty Toscana Sticks gratis! - Sensible Toscana (12,5 kg)
7676	500685	500685.4 6 x 100 g Cosma Thai Frischebeutel - Für Ihre Bonuspunkte!
7684	291019	291019.12 Sparpaket Almo Nature Rouge Label 24  x 55 g - Thunfischfilet und Hummer
7694	603197	603197.1 Animonda Milkies Knuspertaschen Harmony - Anti Hairball - 3 x 30 g
7696	569580	569580.3 1 x 200 g Terra Faelis Fleisch-Menü - Huhn, Kürbis & Katzenminze - Für Ihre Bonuspunkte!
7699	9744	9744.0 Ferplast Hunde- und Katzenklappe Swing 11 - Katzenklappe weiß
7700	558326	558326.80 15 kg + 3 kg gratis! Eukanuba Trockenfutter - Adult Large Breed Huhn
7703	199700	199700.2 Schweineohren in Streifen - 1000 g
7705	594387	594387.5 20 + 4 gratis! Miamor Feine Filets 24 x 100 g - Huhn & Reis in Jelly
7707	145740	145740.1 Katzenklappe Cat Mate 221 Large - Katzenklappe braun
7713	364636	364636.4 Maulkorb Baskerville Ultra - Größe 5, z.B. Labrador, Schäferhund
7715	506199	506199.1 10 + 2 gratis! Wolf of Wilderness Adult / Junior 12 x 800 g -  Mix Adult: Lamm, Ente, Wildschwein, Rentier
7720	461399	461399.6 4 kg Kattovit Urinary Trockenfutter mit Huhn - Für Ihre Bonuspunkte!
7727	567378	567378.0 catz finefood Purrrr Pouch Mix - 12 x 80/85g (6 Sorten)
7730	76253	76253.0 1 + 1 gratis! 2 kg Happy Dog Supreme Sensible / Supreme Mini - Toscana (2 x 1 kg)
7733	1389	1389.0 Trixie Hundespielzeug Spieltau Bunt - 26 cm mit 2 Knoten, 125 g
7739	597528	597528.2 Probierknaller: Wolf of Wilderness Kauohren xxx
7740	469806	469806.5 Feringa Menü Kitten 6 x 200 g - Pute
7741	444129	444129.0 Feringa Kitten Geflügel - 400 g
7742	592677	592677.0 Karlie Fensterplatz - L 51,5 x B 31 x H 2,5 cm - grau
7745	565284	565284.2 Dokas Fleischsnack (semi-moist) Mixpaket Ente & Kaninchen - Mix  2 x 70 g
7747	136578	136578.0 Dokas Kausnack Hühnchen-Käse-Sandwich - 70 g
7748	569118	569118.2 Happy Cat Indoor Adult Atlantik-Lachs - 1,4 kg
7749	136572	136572.0 Dokas Kausnack Hühnchen-Sandwich - 70 g
7751	445245	445245.26 Sparpaket Animonda Carny Adult 24 x 200 g - Senior Mix: Rind, Huhn & Käse + Rind & Putenherzen
7756	435139	435139.4 Belcando Super Premium 1 x 400 g - Rind mit Kartoffel & Erbsen
7760	603280	603280.0 Animonda Milkies Knuspertaschen Fresh - Dental Care - 30 g
7761	387512	387512.0 Sparpaket Belcando Super Premium 12 x 800 g - Pute mit Reis & Zucchini
7766	619432	619432.15 5 + 1 gratis! 6 x 70 g Applaws Katzenfutter - Hühnchenbrust in Brühe
7769	506367	506367.1 Hunter Neopren Geschirr - schwarz/grau - Gr. M: Brustumfang 53-65 cm, B 20 mm
7773	450762	450762.8 Gemischtes Probierpaket Lukullus Naturkost Premiumnahrung - Mix, 3 Sorten: Barbarie-Ente, Charolais-Rind, Huhn-Lachs (3 x 1,5 kg)
7780	191822	191822.6 Julius-K9 Powergeschirr - rot - Größe 3: 82 - 118 cm Brustumfang
7782	174240	174240.1 Multipack Gourmet Perle 8 x 85 g - Erlesene Streifen
7787	558745	558745.5 Sparpaket Animonda Carny Adult 24 x 800 g - Mix Rind + Multifleisch
7788	526967	526967.11 20 + 4 gratis! 24 x 85 g Schesir Natural - Hühnerfilet mit Schinken (Gelee)
7789	528449	528449.2 Almo Nature Anti Hairball Pouch mit Huhn - 6 x 70 g
7791	347273	347273.50 Almo Nature Legend 6 x 70 g - Huhn & Leber
7792	262958	262958.0 Vitakraft Cat Liquid-Snack mit Lachs + Omega 3 - 6 x 15 g
7793	581309	581309.0 Dirt Devil Fello Tierhaar Turbobürste M221 - Aufsteckbürste
7795	439800	439800.2 MAC´s Cat 6 x 400 g - Lachs & Huhn
7796	449722	449722.0 2 + 1 gratis! 3 x 8in1 Delights Kauknochen - XS, 3 x 7 Stück (à 84 g)
7797	346299	346299.0 Kleinmetall Kofferraumdecke Coverall deluxe - L 120 x B 110  x H 60 cm
7802	594387	594387.2 20 + 4 gratis! Miamor Feine Filets 24 x 100 g - Huhn & Schinken in Jelly
7806	7461	7461.0 Animonda vom Feinsten Junior 6 x 150 g - Rind & Geflügel
7815	596770	596770.0 4 x 85 g Gourmet Perle mit Rind, Kaninchen, Lachs & Huhn - 22. Türchen
7817	59433	59433.3 Biokat's Micro Fresh Katzenstreu - Sparpaket: 2 x 14 l
7818	178420	178420.8 Herrmann's Fleisch Pur 6 x 800 g - Mix, 6 Sorten
7819	539798	539798.0 Trixie Futterautomat TX6 - 6 x 240 ml
7836	46883	46883.9 Sparpaket Rocco Sensitive 24 x 800 g - Mix: Huhn, Lamm, Wild & Truthahn
7837	4904	4904.19 Royal Canin Sensible 33 - 10 + 2 kg gratis!
7842	5161	5161.5 Nutro Choice Adult Lamm & Reis - Sparpaket 2 x 12 kg
7845	296191	296191.1 Vetbed®  Isobed SL Hundedecke Paw, schwarz/grau - L 100 x B 75 cm
7850	475256	475256.0 SureFeed Mikrochip Futterautomat - 400 ml
7853	15135	15135.0 Fleecedecke Barney, schwarz mit beigen Pfoten - Für Ihre Bonuspunkte!
7856	388648	388648.3 Sparpaket Leonardo Finest Selection Pouch 24 x 85 g - Fleisch Menü
7858	135584	135584.7 Tigerino Canada Katzenstreu - Babypuderduft - Probiergröße 6 kg
7859	370136	370136.3 Miamor Sensibel 6 x 100 g - Kalb & Kartoffel
7862	331737	331737.0 Trixie Autoschutzgitter gewinkelt - B 85 –140 x  H 75–110 cm
7870	136622	136622.2 Cat Mate Trinkbrunnen, 2 Liter - Ersatzpumpe
7872	285918	285918.0 Happy Dog Flocken-Mixer - 10 kg
7875	347273	347273.21 Almo Nature Legend 6 x 70 g - Thunfisch & Venusmuscheln (alt - nicht aktivieren)
7884	425123	425123.5 Sparpaket Rinti Kennerfleisch 12 x 800 g - Geflügelherzen
7889	42758	42758.16 Orijen Cat & Kitten - 2,27 kg
7892	251392	251392.7 Thrive Complete 6 x 75 g - Thunfisch & Lachs
7894	4905	4905.10 Royal Canin Maxi Adult - Sparpaket 2 x 15 kg
7895	12500	12500.1 Kattovit Aufbaukur 6 x 175 g - 1 x 175 g
7896	404015	404015.0 Caniland Soft Geflügel-Trainees XXL-Eimer - 2 kg
7897	7461	7461.1 Animonda vom Feinsten Junior 6 x 150 g - Geflügel & Putenherzen
7898	620607	620607.1 Rinti Maximum Pansen - 1 kg
7901	7485	7485.3 Kattovit Niere/Renal 6 x 400 g - 6 x 400 g
7902	112779	112779.2 Bosch Sensible Renal & Reduction - 11,5 kg
7903	49109	49109.8 Tigerino Crystals Katzenstreu - Probiergröße 3,6 l
7908	581724	581724.0 WHIMZEES Alligator - Größe L: ca. 11 cm (60 g)
7910	559208	559208.8 Sparpaket Barkoo Mini Bones (semi-moist) 4 x / 8 x 200 g - Mix: 4 Sorten x 200 g
7911	388520	388520.0 Leonardo All Meat 24 x 200 g - Reich an Seefisch
7919	527871	527871.1 Mix-Paket Animonda GranCarno Sensitive - 6 x 400 g
7922	507573	507573.1 proCani Lamm Carnivor in Schale für Katzen - 16 x 3 x 100 g
7923	99454	99454.1 Hygienische Hundematratze Mister Big black - L 100 x B 70 x H 4 cm
7925	289192	289192.0 Catessy Katzenmilch 250 ml - 6er Pack
7932	319138	319138.19 Sparpaket Miamor Pastete 24 x 85 g - Mix (6 Sorten)
7934	388519	388519.2 Leonardo All Meat 6 x 200 g - Geflügel pur
7935	388520	388520.1 Leonardo All Meat 24 x 200 g - Reich an Kaninchen
7938	298490	298490.1 Bozita Häppchen in Gelee 6 x 370 g - Hühnchenleber
7939	298490	298490.10 Bozita Häppchen in Gelee 6 x 370 g - Lachs & Muscheln
7941	401906	401906.1 Feringa Menü Duo-Sorten 6 x 200 g - Forelle & Huhn
7942	556833	556833.1 Katzenpflege Sparset: FURminator + Fussel-Handschuh - Kleine Katze / Kurzhaar
7947	518433	518433.4 Megapack Sheba Fresh & Fine Frischebeutel 12 x 50 g - Herzhafte Komposition
7949	446290	"446290.0 Probierpaket ""Dreamies Traumland"" 4 x 60 g - Huhn, Ente, Pute und Käse"
7961	401906	401906.2 Feringa Menü Duo-Sorten 6 x 200 g - Ente & Kalb
7968	519245	519245.30 20 + 4 gratis! 24 x 85 g Royal Canin in Soße / Gelee -NICHT AKTIVIEREN! Sterilised in Gelee
7970	298490	298490.0 Bozita Häppchen in Gelee 6 x 370 g - mit Meereskrebsen
7973	282548	282548.0 Animonda Fleischstreifen - 100 Stück
7975	565287	565287.0 Dokas Hundesnack 1 Meter Kaurolle Mixpaket Huhn & Ente - Mix 2 x 320 g
7981	4945	4945.6 Hill's Science Plan Puppy Healthy Development Medium mit Lamm & Reis - 12 kg
7985	113463	113463.6 Royal Canin Instinctive in Soße - 24 x 85 g
7990	617626	617626.0 Rosewood Keramik-Doppelnapf pink polka dot - Größe S: 2 x 125 ml, je Ø 10,5 cm
7991	36676	36676.1 Kratzbaum Oase - beige
7993	519245	519245.34 20 + 4 gratis! 24 x 85 g Royal Canin in Soße / Gelee - NICHT AKTIVIEREN!!Hairball Care in Soße
7996	194096	194096.8 Purina ONE Adult Lachs & Vollkorngetreide - 800 g
7998	413273	413273.20 Bozita Häppchen 1 x 370 g - Gelee: mit Hühnchenleber
8001	145745	145745.0 Almo Nature Daily Menu Pouch 6 x 70 g - Huhn & Lachs
